4844 |TYC 3409-438-1                     |6.5732    |     ~   |10.84    |10.15    |     ~   |     ~   |G4V              
4845 |TYC 3409-1610-1                    |8.2955    |     ~   |10.55    |9.93     |     ~   |     ~   |G1V              
4846 |TYC 3409-1656-1                    |5.0425    |     ~   |11.63    |10.88    |     ~   |     ~   |G2V              
4847 |TYC 3410-519-1                     |6.3435    |     ~   |11.72    |11.26    |     ~   |     ~   |G5V              
4848 |TYC 3410-895-1                     |5.6861    |     ~   |11.10    |10.46    |     ~   |     ~   |F9V              
4849 |TYC 3410-1047-1                    |11.6864   |     ~   |10.73    |9.88     |     ~   |     ~   |G7V              
4850 |TYC 3413-36-1                      |7.4541    |     ~   |11.30    |10.50    |     ~   |     ~   |G4V              
4851 |BD+50 1473                         |9.6717    |     ~   |     ~   |     ~   |9.9      |     ~   |G8V              
4852 |BD+44 2555                         |32.8588   |     ~   |     ~   |     ~   |9.408    |     ~   |K4V              
4853 |BD+46 2145                         |27.184    |     ~   |     ~   |     ~   |8.8      |     ~   |K2V              
4854 |BD+47 2298                         |28.0412   |     ~   |11.2     |9.905    |9.564    |     ~   |K4V              
4855 |HD 139493                          |13.9077   |5.880    |5.840    |5.790    |     ~   |5.72     |A2V              
4856 |LP 135-307                         |7.4097    |     ~   |20.1     |     ~   |17.6     |     ~   |M2V              
4857 |LP 99-60                           |10.6245   |     ~   |13.15    |11.728   |11.310   |     ~   |K4V              
4858 |LP 98-338                          |21.1462   |     ~   |13.2     |11.781   |11.411   |     ~   |K5V              
4859 |BD+60 1577                         |38.8326   |     ~   |11.47    |9.988    |9.666    |     ~   |K5V              
4860 |V* DL Dra                          |24.3028   |     ~   |6.66     |6.25     |     ~   |     ~   |F2V              
4861 |G 224-13                           |      ~   |     ~   |     ~   |     ~   |11.288   |     ~   |M2.5V            
4862 |LP 97-826                          |22.9877   |     ~   |15.1     |14.7     |13.2     |     ~   |M2.0V            
4863 |HD 122967                          |9.193     |     ~   |8.48     |8.13     |     ~   |     ~   |F3V              
4864 |LP 66-370                          |6.7797    |     ~   |20.5     |     ~   |18.0     |     ~   |M3V              
4865 |LP 66-408                          |6.0996    |     ~   |19.9     |     ~   |17.5     |     ~   |M2V              
4866 |HD 119476                          |14.2016   |6.000    |5.930    |5.850    |     ~   |     ~   |A2V              
4867 |HD 117043                          |47.8881   |7.590    |7.230    |     ~   |6.0      |     ~   |G6V              
4868 |LP 64-272                          |6.4938    |     ~   |19.8     |     ~   |17.6     |     ~   |M2V              
4869 |G 237-78                           |97.91     |     ~   |12.56    |     ~   |10.544   |     ~   |M3V              
4870 |HD 108649                          |8.2822    |     ~   |8.47     |8.05     |     ~   |     ~   |F3V              
4871 |G 237-64                           |77.54     |     ~   |     ~   |     ~   |10.819   |     ~   |M2.5V            
4872 |V* AR Dra                          |2.1872    |     ~   |11.86    |11.54    |     ~   |     ~   |F5V              
4873 |2MASS J11590066+6652141            |1.7959    |     ~   |21.43    |20.13    |     ~   |     ~   |M3V              
4874 |V* SZ UMa                          |110.2305  |13.24    |12.16    |     ~   |8.4      |     ~   |M2V              
4875 |HD 92538                           |13.1587   |     ~   |8.93     |     ~   |8.0      |     ~   |G0V              
4876 |LP 62-508                          |      ~   |     ~   |12.16    |10.86    |10.55    |     ~   |K5V              
4877 |HD 94467                           |13.8156   |     ~   |9.08     |8.51     |     ~   |     ~   |F9V              
4878 |BD+66 698                          |2.4758    |     ~   |10.60    |10.29    |     ~   |     ~   |F0V              
4879 |TYC 4152-484-1                     |3.4374    |     ~   |10.75    |10.42    |     ~   |     ~   |F5V              
4880 |TYC 4148-239-1                     |1.2453    |     ~   |11.16    |10.91    |     ~   |     ~   |A1V              
4881 |LP 62-356                          |2.6057    |     ~   |20.3     |     ~   |18.9     |     ~   |M1V              
4882 |2MASS J09482978+6105134            |2.1056    |     ~   |18.1     |17.07    |     ~   |     ~   |M0V              
4883 |BD+63 869                          |95.0477   |     ~   |10.68    |9.18     |8.89     |     ~   |M0.5V            
4884 |V* LU UMa                          |7.0785    |     ~   |8.78     |8.46     |     ~   |     ~   |F0V              
4885 |StKM 1-785                         |50.3878   |     ~   |13.61    |11.909   |11.62    |     ~   |M2.5V            
4886 |G 235-24                           |      ~   |     ~   |14.066   |12.331   |12.026   |     ~   |M1.5V            
4887 |HD 77692                           |3.5137    |     ~   |6.461    |6.435    |10.8     |     ~   |A2V              
4888 |HD 73393                           |24.5221   |8.910    |8.690    |     ~   |7.6      |     ~   |G3V              
4889 |V* LT UMa                          |22.5888   |10.190   |9.710    |8.910    |     ~   |     ~   |K0V              
4890 |LP 124-48                          |2.8602    |     ~   |17.2     |     ~   |15.8     |     ~   |M0V              
4891 |MCC 516                            |36.6511   |     ~   |     ~   |     ~   |9.766    |     ~   |K7-V             
4892 |BD+52 1308B                        |29.2857   |     ~   |11.3     |10.2     |     ~   |     ~   |K4V              
4893 |BD+52 1308A                        |29.3017   |     ~   |10.74    |9.74     |9.451    |     ~   |K4V              
4894 |* 27 Lyn                           |13.04     |     ~   |4.819    |4.797    |     ~   |4.71     |A2V              
4895 |2MASS J08013987+5000187            |      ~   |     ~   |17.5     |     ~   |     ~   |     ~   |M3V              
4896 |HD 63312                           |9.3521    |     ~   |7.25     |7.06     |     ~   |     ~   |A3V              
4897 |G 111-20                           |22.9265   |     ~   |15.45    |     ~   |13.480   |     ~   |M3.5V            
4898 |HD 60335                           |7.11      |6.840    |6.740    |6.410    |7.16     |     ~   |F2V              
4899 |2MASS J16115068+4344126            |1.4589    |     ~   |     ~   |     ~   |     ~   |     ~   |M2V              
4900 |* 14 Her                           |55.8657   |     ~   |7.57     |     ~   |6.1      |     ~   |K0V              
4901 |HD 142592                          |2.8643    |9.521    |9.414    |9.258    |9.196    |9.101    |A4V              
4902 |BD+45 2368                         |24.6845   |     ~   |11.57    |     ~   |9.958    |     ~   |K5V              
4903 |RX J1549.4+4608                    |11.7445   |     ~   |13.73    |11.77    |11.53    |     ~   |K7V              
4904 |HR 5715                            |15.207    |     ~   |5.753    |5.640    |     ~   |5.52     |A4V              
4905 |BD+56 1773                         |27.0012   |     ~   |     ~   |     ~   |10.050   |     ~   |K5V              
4906 |HD 134418                          |      ~   |     ~   |9.81     |9.14     |9.10     |     ~   |G2V              
4907 |HD 132406                          |14.1756   |9.300    |9.100    |     ~   |8.1      |     ~   |G0V              
4908 |LP 135-20                          |6.007     |     ~   |20.5     |     ~   |18.0     |     ~   |M2V              
4909 |HD 132142                          |42.4215   |8.95     |8.59     |7.80     |7.13     |6.69     |K1V              
4910 |StKM 1-1172                        |21.7791   |     ~   |12.72    |11.517   |11.033   |     ~   |M0.0V            
4911 |RX J1447.2+5702                    |      ~   |     ~   |15.813   |14.181   |13.972   |     ~   |M3.5V            
4912 |HD 128332                          |34.0674   |     ~   |6.97     |     ~   |6.2      |     ~   |F6V              
4913 |LP 97-726                          |3.8412    |     ~   |19.4     |     ~   |17.5     |     ~   |M3V              
4914 |HD 125272                          |16.6039   |     ~   |     ~   |     ~   |7.7      |     ~   |F9V              
4915 |LP 97-674 B                        |35.1883   |     ~   |13.5     |     ~   |11.711   |     ~   |M3V              
4916 |HD 122064                          |99.3325   |8.510    |7.530    |     ~   |5.9      |     ~   |K3V              
4917 |HD 120787                          |9.0169    |     ~   |6.928    |5.964    |     ~   |     ~   |G3V              
4918 |MCC 699                            |30.9257   |     ~   |12.17    |10.876   |10.464   |     ~   |K7V              
4919 |LP 96-35                           |17.5198   |     ~   |     ~   |     ~   |10.298   |     ~   |K5V              
4920 |HD 114504                          |4.8962    |6.500    |6.510    |6.520    |     ~   |     ~   |A1V              
4921 |LP 65-314                          |27.6934   |     ~   |12.7     |     ~   |11.367   |     ~   |M0.5V            
4922 |HD 113337                          |27.6253   |     ~   |     ~   |     ~   |5.8      |     ~   |F6V              
4923 |HD 111270                          |15.4538   |6.190    |6.090    |5.890    |     ~   |     ~   |A9V              
4924 |HD 109596                          |2.9536    |     ~   |9.83     |9.68     |     ~   |     ~   |A5V              
4925 |HD 98772                           |11.8428   |6.180    |6.110    |6.030    |     ~   |     ~   |A3V              
4926 |HD 98487                           |8.0864    |     ~   |8.38     |7.99     |     ~   |     ~   |F1V              
4927 |BD+63 965                          |43.5261   |     ~   |11.4     |9.928    |9.522    |     ~   |K7V              
4928 |HD 95638                           |25.5111   |7.630    |7.650    |7.150    |     ~   |     ~   |F7V              
4929 |HD 237822                          |9.3975    |     ~   |10.59    |     ~   |9.6      |     ~   |G3V              
4930 |HD 83588                           |29.595    |     ~   |9.53     |8.65     |     ~   |     ~   |K2V              
4931 |2MASS J09285349+5707353            |1.5130    |     ~   |20.34    |19.60    |     ~   |     ~   |M3V              
4932 |2MASS J09270809+5616479            |      ~   |     ~   |21.46    |20.13    |     ~   |     ~   |M2V              
4933 |SDSS J092745.77+582122.6           |0.7294    |     ~   |22.75    |21.24    |     ~   |     ~   |M3V              
4934 |G 194-55                           |21.1460   |     ~   |     ~   |     ~   |10.609   |     ~   |K5V              
4935 |LP 125-34                          |21.4371   |     ~   |16.4     |     ~   |15.0     |     ~   |M3.5V            
4936 |HD 75553B                          |      ~   |     ~   |9.38     |8.94     |     ~   |     ~   |G2V              
4937 |HD 77309                           |9.5635    |5.820    |5.760    |5.740    |     ~   |     ~   |A2V              
4938 |G 194-47                           |55.7338   |     ~   |15.04    |13.34    |12.87    |     ~   |M3.5V            
4939 |HD 71881                           |24.0150   |     ~   |8.06     |     ~   |7.0      |     ~   |G1V              
4940 |HD 71659                           |15.3049   |     ~   |8.70     |8.14     |     ~   |     ~   |F8V              
4941 |HD 72459                           |3.3044    |     ~   |8.69     |8.50     |     ~   |     ~   |A5V              
4942 |StKM 1-711                         |30.5176   |     ~   |     ~   |11.857   |11.447   |     ~   |M1.5V            
4943 |2MASS J08284138+5017520            |      ~   |     ~   |     ~   |     ~   |     ~   |     ~   |M3V              
4944 |2MASS J08321779+5224082            |1.3797    |     ~   |21.52    |20.31    |     ~   |     ~   |M3V              
4945 |G 194-25                           |27.2816   |     ~   |12.7     |     ~   |11.228   |     ~   |M0.5V            
4946 |LP 163-120                         |9.8617    |     ~   |16.9     |15.76    |15.64    |     ~   |M2V              
4947 |Wolf 295                           |23.61     |     ~   |12.67    |11.295   |10.843   |     ~   |M0V              
4948 |BD+47 1566                         |14.8816   |     ~   |10.47    |9.77     |     ~   |     ~   |G7V              
4949 |HD 69894                           |12.1636   |     ~   |9.029    |8.499    |8.29     |     ~   |F7V              
4950 |HD 63160                           |2.6792    |     ~   |9.26     |9.24     |     ~   |     ~   |A0V              
4951 |BD+45 2344                         |4.9615    |9.961    |9.976    |9.605    |9.384    |9.149    |F3V              
4952 |MCC 750                            |21.3811   |     ~   |12.59    |11.313   |10.736   |     ~   |K5V              
4953 |V* FN Boo                          |30.8112   |     ~   |     ~   |     ~   |9.957    |     ~   |K6V              
4954 |HD 139798                          |27.6976   |     ~   |6.089    |5.742    |     ~   |     ~   |F2V              
4955 |G 179-35                           |19.7626   |     ~   |     ~   |     ~   |9.995    |     ~   |K4V              
4956 |BD+49 2392                         |7.2931    |     ~   |10.14    |9.54     |     ~   |     ~   |G3V              
4957 |LP 176-6                           |25.3189   |     ~   |     ~   |     ~   |11.254   |     ~   |K5V              
4958 |HD 131040                          |19.1763   |6.840    |6.860    |6.480    |     ~   |     ~   |F3V              
4959 |HD 129920                          |21.6132   |     ~   |8.87     |8.23     |     ~   |     ~   |G2V              
4960 |HD 129079                          |15.2813   |     ~   |7.86     |7.43     |     ~   |6.92     |F5V              
4961 |HD 128998                          |8.8279    |5.830    |5.830    |5.830    |     ~   |     ~   |A1V              
4962 |LP 97-644                          |2.3494    |     ~   |19.0     |     ~   |17.5     |     ~   |M1V              
4963 |Ross 493                           |31.3243   |     ~   |     ~   |     ~   |11.391   |     ~   |M1.5V            
4964 |LP 97-259                          |34.7556   |     ~   |     ~   |     ~   |11.254   |     ~   |M1.0V            
4965 |HD 120874                          |11.7452   |6.610    |6.540    |6.460    |     ~   |     ~   |A3V              
4966 |LP 97-221                          |20.1021   |     ~   |12.38    |11.289   |10.997   |     ~   |K7V              
4967 |HD 117845                          |20.8634   |     ~   |8.63     |8.09     |     ~   |     ~   |G2V              
4968 |HD 238224                          |38.6834   |     ~   |10.91    |9.560    |9.355    |     ~   |K5V              
4969 |HD 114913                          |12.3419   |9.170    |9.160    |8.660    |     ~   |     ~   |F7V              
4970 |G 199-64                           |23.5961   |     ~   |     ~   |     ~   |10.756   |     ~   |K6V              
4971 |LP 96-27                           |2.5431    |     ~   |     ~   |18.64    |     ~   |     ~   |M1V              
4972 |HD 111456                          |38.1905   |     ~   |6.299    |5.831    |     ~   |     ~   |F6V              
4973 |HD 110869                          |22.1368   |     ~   |     ~   |     ~   |7.6      |     ~   |G5V              
4974 |MCC 679                            |22.8721   |     ~   |12.05    |10.62    |10.263   |     ~   |K6V              
4975 |LP 95-339                          |3.5217    |     ~   |17.7     |     ~   |16.4     |     ~   |M0V              
4976 |LP 95-467                          |2.3881    |     ~   |19.0     |     ~   |17.5     |     ~   |M0V              
4977 |MCC 642                            |17.5417   |     ~   |11.90    |10.774   |10.445   |     ~   |K4V              
4978 |CSI+60-11561                       |      ~   |     ~   |     ~   |10.7     |     ~   |     ~   |M0V              
4979 |G 197-38                           |23.2150   |     ~   |     ~   |     ~   |10.554   |     ~   |M0V              
4980 |HD 100203A                         |      ~   |     ~   |6.11     |5.64     |     ~   |     ~   |F4V              
4981 |HD 97420                           |6.3685    |     ~   |9.54     |9.08     |     ~   |     ~   |F6V              
4982 |LP 93-56                           |22.8074   |     ~   |     ~   |11.37    |10.894   |     ~   |K5V              
4983 |2MASS J10512244+6038449            |6.2651    |     ~   |19.30    |17.93    |     ~   |     ~   |M2V              
4984 |HD 91948                           |13.8868   |     ~   |     ~   |     ~   |6.5      |     ~   |F6V              
4985 |BD+57 1274                         |57.01     |     ~   |11.00    |     ~   |9.27     |     ~   |K5V              
4986 |G 195-59                           |99.5585   |     ~   |12.7     |     ~   |10.6     |     ~   |M3.5V            
4987 |G 196-1                            |26.8575   |     ~   |13.3     |     ~   |11.625   |     ~   |M1.0V            
4988 |LP 92-8                            |15.5356   |     ~   |     ~   |     ~   |11.058   |     ~   |K5V              
4989 |G 195-36                           |60.5083   |     ~   |14.2     |     ~   |11.3     |     ~   |M3V              
4990 |V* VV UMa                          |2.177     |     ~   |10.42    |10.28    |10.135   |     ~   |A2V              
4991 |G 195-43                           |26.9585   |     ~   |13.4     |     ~   |11.744   |     ~   |M1.5V            
4992 |2MASS J09302465+5544476            |2.6836    |     ~   |21.13    |19.86    |     ~   |     ~   |M3V              
4993 |* e UMa                            |27.9081   |     ~   |4.995    |4.805    |     ~   |4.58     |A6V              
4994 |HD 79210                           |157.8879  |     ~   |9.388    |     ~   |6.8      |     ~   |K7V              
4995 |HD 79211                           |157.8825  |     ~   |7.966    |     ~   |6.8      |     ~   |M0V              
4996 |2MASS J09242974+5234104            |4.5112    |     ~   |20.88    |19.50    |     ~   |     ~   |M3V              
4997 |2MASS J09253417+5244430            |1.8048    |     ~   |21.93    |20.53    |     ~   |     ~   |M2V              
4998 |G 194-52                           |53.6591   |     ~   |14.28    |     ~   |12.651   |     ~   |M3.5V            
4999 |SDSS J085843.89+511210.1           |      ~   |     ~   |21.97    |20.73    |     ~   |     ~   |M3V              
5000 |LSPM J0904+5131                    |2.9142    |     ~   |20.9     |     ~   |19.0     |     ~   |M2V              
5001 |HD 74010B                          |7.8303    |     ~   |8.18     |7.83     |     ~   |     ~   |F3V              
5002 |HD 74389                           |7.6608    |7.600    |7.550    |7.480    |     ~   |     ~   |A2V              
5003 |BD+48 1671                         |18.2194   |     ~   |10.95    |9.96     |     ~   |     ~   |G8V              
5004 |BD+48 1646                         |5.5596    |     ~   |9.55     |8.93     |     ~   |     ~   |G2V              
5005 |HD 71227                           |22.1909   |     ~   |8.59     |7.99     |     ~   |     ~   |G0V              
5006 |BD+47 1586                         |14.5666   |     ~   |10.30    |9.55     |     ~   |     ~   |G2V              
5007 |BD+46 1401                         |3.7449    |     ~   |10.66    |9.61     |     ~   |     ~   |G8V              
5008 |BD+46 1412                         |      ~   |     ~   |     ~   |     ~   |     ~   |     ~   |G8V              
5009 |HD 71148                           |45.5826   |     ~   |6.94     |     ~   |5.9      |     ~   |G1V              
5010 |BD+46 1402                         |1.3116    |     ~   |11.66    |10.50    |     ~   |     ~   |K0V              
5011 |BD+45 1575a                        |27.1083   |     ~   |10.09    |     ~   |8.6      |     ~   |K2V              
5012 |LP 164-12                          |20.1147   |     ~   |     ~   |     ~   |10.679   |     ~   |K5V              
5013 |HD 70516                           |27.1197   |     ~   |8.31     |     ~   |7.3      |     ~   |G2V              
5014 |2MASS J08223002+4716460            |2.6779    |     ~   |21.54    |20.17    |     ~   |     ~   |M3V              
5015 |* 28 Lyn                           |5.9615    |6.240    |6.320    |6.350    |     ~   |     ~   |A1V              
5016 |BD+44 1710                         |37.46     |     ~   |11.2     |9.828    |9.423    |     ~   |M0V              
5017 |V* DZ Lyn                          |4.3021    |     ~   |10.41    |10.01    |     ~   |     ~   |F3V              
5018 |2MASS J08132990+4439452            |2.6906    |     ~   |21.58    |20.20    |     ~   |     ~   |M3V              
5019 |V* DY Lyn                          |3.6387    |     ~   |10.27    |9.77     |     ~   |     ~   |F5V              
5020 |V* SW Lyn                          |3.3655    |     ~   |9.86     |9.65     |9.587    |     ~   |F1V              
5021 |G 179-30                           |30.7046   |     ~   |     ~   |     ~   |9.504    |     ~   |K5V              
5022 |VB 24 A                            |79.8542   |     ~   |     ~   |     ~   |     ~   |     ~   |M3V              
5023 |HD 136751                          |17.6868   |     ~   |6.495    |6.140    |     ~   |     ~   |F3V              
5024 |BD+47 2200                         |10.6489   |     ~   |11.46    |10.62    |     ~   |     ~   |K3V              
5025 |* i Boo A                          |77.2460   |     ~   |5.72     |5.136    |     ~   |     ~   |F5V              
5026 |HD 132254                          |39.7477   |     ~   |6.13     |     ~   |5.3      |     ~   |F8-V             
5027 |* 39 Boo A                         |14.6737   |     ~   |6.75     |6.248    |     ~   |     ~   |F8V              
5028 |* 39 Boo B                         |14.656    |     ~   |7.08     |6.620    |     ~   |     ~   |F7V              
5029 |LP 134-65                          |      ~   |     ~   |18.4     |     ~   |15.9     |     ~   |M3V              
5030 |2MASS J14350795+4954080            |      ~   |     ~   |18.3     |     ~   |     ~   |     ~   |M0V              
5031 |HD 125019                          |10.6831   |     ~   |6.642    |6.560    |     ~   |     ~   |A4V              
5032 |* kap01 Boo                        |21.1980   |7.04     |7.08     |6.69     |     ~   |     ~   |F2V              
5033 |* iot Boo                          |33.8856   |5.01     |4.95     |4.75     |4.60     |4.51     |A7V              
5034 |HD 234121                          |34.0298   |     ~   |9.17     |     ~   |6.9      |     ~   |K1V              
5035 |* tet Boo                          |68.82     |4.57     |4.56     |4.05     |3.64     |3.39     |F7V              
5036 |2MASS J14182104+5225537            |5.0041    |     ~   |     ~   |     ~   |     ~   |     ~   |M3V              
5037 |2MASS J14033137+5420539            |1.6271    |     ~   |     ~   |     ~   |     ~   |     ~   |G4V              
5038 |HD 234065                          |10.659    |     ~   |10.30    |9.67     |     ~   |     ~   |G1V              
5039 |* 86 UMa                           |6.8659    |     ~   |5.658    |5.695    |     ~   |     ~   |A0V              
5040 |HD 120528                          |12.7116   |     ~   |9.22     |8.55     |     ~   |     ~   |G5V              
5041 |TYC 3851-21-1                      |7.3297    |     ~   |11.7     |11.0     |     ~   |     ~   |G7V              
5042 |TYC 3851-232-1                     |8.9518    |     ~   |10.75    |9.98     |     ~   |     ~   |G6V              
5043 |HD 238242                          |7.4724    |     ~   |10.76    |10.19    |     ~   |     ~   |G0V              
5044 |HD 238244                          |5.9626    |     ~   |     ~   |     ~   |9.8      |     ~   |G1V              
5045 |* 81 UMa                           |10.83     |     ~   |5.569    |5.588    |     ~   |     ~   |A0V              
5046 |HD 238258                          |3.83      |     ~   |10.90    |10.34    |     ~   |     ~   |G3V              
5047 |HD 118789                          |11.4894   |     ~   |9.36     |8.79     |     ~   |     ~   |F9V              
5048 |HD 118279                          |8.1862    |     ~   |10.11    |9.57     |     ~   |     ~   |F9V              
5049 |TYC 3850-296-1                     |2.41      |     ~   |11.71    |11.12    |     ~   |     ~   |F9V              
5050 |TYC 3850-673-1                     |      ~   |     ~   |11.47    |10.63    |     ~   |     ~   |G7V              
5051 |TYC 3850-1051-1                    |4.0695    |     ~   |11.56    |10.95    |     ~   |     ~   |F8V              
5052 |TYC 3851-454-1                     |3.8753    |     ~   |11.68    |11.25    |     ~   |     ~   |F9V              
5053 |TYC 3853-182-1                     |3.5037    |     ~   |11.41    |11.16    |     ~   |     ~   |F8V              
5054 |2MASS J13340181+5527332            |0.6602    |     ~   |20.99    |     ~   |18.13    |     ~   |M0V              
5055 |HD 238208                          |18.8299   |     ~   |10.50    |9.68     |     ~   |     ~   |K2V              
5056 |HD 116956                          |46.1911   |8.540    |8.090    |     ~   |6.8      |     ~   |G9V              
5057 |HD 112500                          |5.54      |     ~   |9.08     |8.68     |     ~   |     ~   |F4V              
5058 |* 78 UMa                           |39.30     |     ~   |5.29     |4.93     |     ~   |     ~   |F2V              
5059 |MCC 684                            |30.63     |     ~   |     ~   |     ~   |10.343   |     ~   |M0V              
5060 |* 74 UMa                           |11.7987   |     ~   |5.552    |5.347    |     ~   |     ~   |A8V              
5061 |HD 109495                          |3.6183    |     ~   |8.28     |8.07     |     ~   |     ~   |A7V              
5062 |HD 238087                          |37.4209   |     ~   |11.4     |10.021   |9.633    |     ~   |K5V              
5063 |Ross 112                           |25.1899   |     ~   |14.24    |     ~   |12.199   |     ~   |M2.5V            
5064 |BD+58 1323                         |25.7510   |     ~   |     ~   |     ~   |8.6      |     ~   |K2V              
5065 |HD 99859                           |14.4017   |     ~   |6.435    |6.278    |     ~   |     ~   |A5V              
5066 |HD 98618                           |24.3841   |     ~   |8.303    |7.651    |     ~   |     ~   |G5V              
5067 |LP 93-438                          |36.7462   |     ~   |19.6     |     ~   |17.1     |     ~   |M2V              
5068 |HD 237961                          |8.293     |     ~   |9.96     |9.42     |     ~   |     ~   |G1VFe-0.5        
5069 |Ross 107                           |34.6742   |     ~   |14.1     |12.722   |12.347   |     ~   |M2V              
5070 |StKM 1-902                         |24.2173   |     ~   |13.27    |     ~   |11.460   |     ~   |M1.0V            
5071 |GSC 03827-00847                    |1.1335    |     ~   |11.658   |10.637   |10.394   |     ~   |M2V              
5072 |* 37 UMa                           |37.3444   |     ~   |5.481    |5.148    |     ~   |     ~   |F1V              
5073 |* 40 UMa                           |8.0855    |     ~   |7.41     |7.105    |     ~   |     ~   |A8V              
5074 |LP 92-297                          |26.1931   |     ~   |     ~   |     ~   |11.095   |     ~   |M0.0V            
5075 |* 36 UMa                           |77.2485   |     ~   |     ~   |     ~   |4.5      |     ~   |F8V              
5076 |HD 87141                           |19.4575   |     ~   |6.191    |5.708    |     ~   |     ~   |F5V              
5077 |HD 89389                           |31.0727   |     ~   |7.023    |6.453    |     ~   |     ~   |F8V              
5078 |* 37 Lyn                           |34.2518   |6.470    |6.530    |6.110    |     ~   |     ~   |F3V              
5079 |HD 80355                           |34.2904   |     ~   |8.54     |7.80     |     ~   |     ~   |G7V              
5080 |BD+51 1497                         |3.4709    |     ~   |11.58    |11.22    |     ~   |     ~   |G0V              
5081 |HD 233626                          |2.9312    |     ~   |11.04    |10.14    |     ~   |     ~   |G7V              
5082 |HD 233627                          |3.2509    |     ~   |10.49    |9.62     |     ~   |     ~   |G9V              
5083 |* tet UMa                          |74.19     |3.67     |3.64     |3.18     |2.74     |2.47     |F7V              
5084 |BD+51 1518                         |      ~   |     ~   |10.73    |10.40    |10.35    |     ~   |F7V              
5085 |HD 233633                          |      ~   |     ~   |11.31    |10.62    |10.46    |     ~   |G0V              
5086 |HD 233638                          |8.5161    |     ~   |10.80    |10.15    |     ~   |     ~   |G2V              
5087 |G 195-27                           |32.0867   |     ~   |     ~   |     ~   |11.554   |     ~   |M2.5V            
5088 |G 195-28                           |11.7647   |     ~   |     ~   |     ~   |10.9     |     ~   |K3V              
5089 |G 195-26                           |16.2636   |     ~   |     ~   |     ~   |9.8      |     ~   |K2V              
5090 |TYC 3431-21-1                      |3.8437    |     ~   |11.14    |10.54    |     ~   |     ~   |F9V              
5091 |TYC 3431-237-1                     |7.6212    |     ~   |10.99    |10.24    |     ~   |     ~   |G7V              
5092 |TYC 3431-609-1                     |5.6553    |     ~   |11.19    |10.51    |     ~   |     ~   |G5V              
5093 |TYC 3431-628-1                     |6.1409    |     ~   |11.53    |11.15    |     ~   |     ~   |G2V              
5094 |TYC 3431-953-1                     |3.6715    |     ~   |11.05    |10.49    |     ~   |     ~   |F7V              
5095 |TYC 3431-1280-1                    |5.609     |     ~   |10.63    |10.12    |     ~   |     ~   |F9V              
5096 |TYC 3431-1307-1                    |2.5927    |     ~   |10.97    |10.48    |     ~   |     ~   |F8V              
5097 |TYC 3431-1309-1                    |6.9236    |     ~   |10.47    |9.77     |     ~   |     ~   |G2V              
5098 |TYC 3431-1319-1                    |5.9708    |     ~   |11.39    |10.46    |     ~   |     ~   |G5V              
5099 |TYC 3431-1401-1                    |3.3448    |     ~   |11.26    |10.68    |     ~   |     ~   |F8V              
5100 |TYC 3431-1525-1                    |6.1294    |     ~   |10.72    |10.20    |     ~   |     ~   |F8V              
5101 |HD 80606                           |15.1439   |     ~   |9.78     |9.00     |     ~   |     ~   |G8V              
5102 |HD 233619                          |6.0178    |     ~   |10.94    |10.28    |     ~   |     ~   |G2V              
5103 |TYC 3430-1582-1                    |6.5427    |     ~   |10.90    |10.21    |     ~   |     ~   |G1V              
5104 |TYC 3431-266-1                     |4.5108    |     ~   |11.7     |11.5     |     ~   |     ~   |G2V              
5105 |TYC 3431-811-1                     |3.5714    |     ~   |11.85    |11.47    |     ~   |     ~   |G1V              
5106 |BD+48 1696                         |1.2841    |     ~   |11.19    |10.18    |     ~   |     ~   |G8V              
5107 |NAME * iot UMa BC                  |      ~   |     ~   |10.8     |8.9      |     ~   |     ~   |M1V              
5108 |HD 76170                           |6.0459    |     ~   |9.33     |8.75     |     ~   |     ~   |G5V              
5109 |SDSS J090238.75+471813.6           |0.9157    |     ~   |22.19    |20.77    |     ~   |     ~   |M2V              
5110 |BD+47 1605                         |20.0514   |     ~   |10.31    |9.43     |     ~   |     ~   |G5V              
5111 |HD 75488                           |16.2987   |8.670    |8.690    |     ~   |7.8      |     ~   |G2V              
5112 |BD+47 1613                         |      ~   |     ~   |     ~   |     ~   |     ~   |     ~   |G5V              
5113 |BD+47 1620                         |3.3685    |     ~   |9.92     |9.30     |     ~   |     ~   |G5V              
5114 |HD 74360                           |10.003    |8.390    |8.390    |7.970    |     ~   |     ~   |F4V              
5115 |BD+45 1586                         |18.8822   |     ~   |10.65    |9.78     |     ~   |     ~   |G5V              
5116 |BD+46 1419                         |3.3103    |     ~   |10.89    |9.74     |     ~   |     ~   |G5V              
5117 |BD+46 1416                         |1.289     |     ~   |10.76    |9.58     |     ~   |     ~   |G5V              
5118 |HD 73759                           |5.121     |     ~   |8.30     |7.87     |     ~   |     ~   |F4V              
5119 |G 179-29                           |32.6729   |     ~   |     ~   |     ~   |11.044   |     ~   |M0V              
5120 |* nu.02 Boo                        |7.3894    |     ~   |5.074    |4.978    |     ~   |     ~   |A2V              
5121 |HD 139323                          |44.5624   |     ~   |8.53     |     ~   |7.1      |     ~   |K3V              
5122 |HD 139341                          |44.83     |     ~   |7.68     |     ~   |6.2      |     ~   |K1V              
5123 |HD 136580                          |24.5029   |     ~   |     ~   |     ~   |6.6      |     ~   |F7V              
